path,package,category,proposed_disposition,review_depth,bytes,sha256
engine/atmos/tetonic-egress/README.md,tetonic-egress,workspace-package,keep-integrate,mechanical-census,1952,a95424dfc695cd0a9ab92539a7b332dae6691a9eb56a10f15ce3818605652178
engine/atmos/tetonic-egress/src/hosted.rs,tetonic-egress,workspace-package,keep-integrate,mechanical-census,14777,b850999dd31f843f08b3b807744a47c23b75d0f72ab7298a71d3325f4e06f2be
engine/atmos/tetonic-egress/src/lib.rs,tetonic-egress,workspace-package,keep-integrate,mechanical-census,30788,3c1cb5df345a03b9feca9eaac4f4dae7d5a5a43cf552380bed6a85984164a464
engine/atmos/tetonic-egress/src/ndjson.rs,tetonic-egress,workspace-package,keep-integrate,mechanical-census,4457,a8ef974bd949194f433eb34bf886c65f29d3fea40b64c3c258d03511797935f1
engine/atmos/tetonic-egress/src/pinned_tls.rs,tetonic-egress,workspace-package,keep-integrate,mechanical-census,3304,57d7d488a869de3c0eca73122c94e66d9e07d033414a781735e05911829ebf55
engine/atmos/tetonic-fabric-client/Cargo.toml,tetonic-fabric-client,workspace-package,reshape,mechanical-census,1718,20ee1864c869fb145cfd8a41ee5a3e64b34a40712269d45256aaf0d3796efb9a
engine/atmos/tetonic-fabric-client/README.md,tetonic-fabric-client,workspace-package,reshape,mechanical-census,4516,aa53e85d668cacd71ff9b0eda98d7f6272750d561005bc85470063c8ed772e27
engine/atmos/tetonic-fabric-client/src/capability_registry.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,204,6129c707307e29d3275d2408b63b09c852c6d6302fbe6c6ffd35647c4d78ebc6
engine/atmos/tetonic-fabric-client/src/client.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,16272,a77103bbe7e810e8066a3c6247e4d352cc4e342bb347f31c683fa18ad9b69fa0
engine/atmos/tetonic-fabric-client/src/disposition_persist.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,2989,b89fedb7d3f939c4f252215bde72adc2e23af5295c80bc5584311bd1109414d9
engine/atmos/tetonic-fabric-client/src/legacy.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,59634,5c69f53530e9c55d29181fbf8c9bbbaf2688008d1f8fb88d2b81e6770b66252a
engine/atmos/tetonic-fabric-client/src/legacy_adapter.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,8840,a55d0d199e1a28cafabc916cfad9b7d9dcc18efd8f5b52e001221bf5d6766798
engine/atmos/tetonic-fabric-client/src/legacy_result.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,31742,15198df2b65805a6bfe8c9f103ff2ee3b1f868939bebeafaa9bacaac24909ed4
engine/atmos/tetonic-fabric-client/src/legacy_tests.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,13022,244c141f68306c8d471db98e4f231b3815aa93dd070295f53490ea9c8759d211
engine/atmos/tetonic-fabric-client/src/lib.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,780,07c8d302908b316270339e918b5874c98bac1ae74400240ddc37949ddfc0bb07
engine/atmos/tetonic-fabric-client/src/lifecycle_client.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,8401,dea2c125af27ceba6af612cae02d7835c42484a7c318f8d55d75bd07a95ac0b7
engine/atmos/tetonic-fabric-client/src/memory_persist.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,8788,0036fd735c00749b92e1eaa36ee5ebc24c6c67c3588aef0d00a972dd5dc7f658
engine/atmos/tetonic-fabric-client/src/owner_activity.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,1779,9ea56b2c25e712adb300b43222038796877e34b8dd206f8e411531acd47b0ea4
engine/atmos/tetonic-fabric-client/src/protocol.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,6465,ca227a7c6447c0d5cf4a708127cff7ae03fe3a804c85c179e3913d65492245e9
engine/atmos/tetonic-fabric-client/src/result_accept.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,13273,a0dd69138bcd879af1af1e0c71f0b73e226dba450cd68eedd8b9afb96edbda7c
engine/atmos/tetonic-fabric-client/src/result_sign.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,4170,179ca2b176da990926ac7ae7cd8e7cd429c1cd51ebfd76cbe2ecdb570e25e853
engine/atmos/tetonic-fabric-client/src/run_bridge.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,639,301c283b6dec953eb97123f141d66543199c5a232d5413d3753a255d13245830
engine/atmos/tetonic-fabric-client/src/tls_handshake.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,4528,f27a0eb20057796032af874edcecb327891b219fa7ae1497252bb30b5e041f40
engine/atmos/tetonic-fabric-client/src/verification.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,9769,1439fe4fc925e9dc8405ba02a753108f3f2e57f512deaa0b495ff56a97a8f7e2
engine/atmos/tetonic-fabric-client/tests/aud01_characterization.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,1643,4eaea1aa50a45506834485438a6e3afc5d41826c20f3662fb010637384367b0c
engine/atmos/tetonic-fabric-client/tests/audit_20260919.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,4937,7dcfe5af47e4403f6407a1b8cc6e0c667c86a1f2780e9d47564d02c495e6aeb1
engine/atmos/tetonic-fabric-client/tests/common/patch_pipeline.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,4582,afb4a586c8d4cda6abe6ebec8970280248192759523d7ab843a4d08686ea48bc
engine/atmos/tetonic-fabric-client/tests/result_accept_adversarial.rs,tetonic-fabric-client,workspace-package,reshape,mechanical-census,29087,4de4d1ce80710cdd8f419bea02c1bf616667e8004389a1b937090a42885e8294
engine/atmos/tetonic-fabric-protocol/Cargo.toml,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,815,5eb3c9ff2950cb4b394ccfbfb13cd8442e44f40156dbf2f7a69b43e4644b1a79
engine/atmos/tetonic-fabric-protocol/src/bounds.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,2081,41f2c716ce56c568a9aec69a7e816e34faef23b8db9a2cc7e0bf24da3e740f2b
engine/atmos/tetonic-fabric-protocol/src/cancellation.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,2588,30b18ca14b3773127bb1714ba2088f99194d784437466766191d7e68655b7631
engine/atmos/tetonic-fabric-protocol/src/canonical.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3251,c89d68beabe745ac7e62eb75f195aed283e1aa99ae763a709ebd6383661836af
engine/atmos/tetonic-fabric-protocol/src/capabilities.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,1471,7a3bd94b7d520764b257fd13108e0f32b3e87e8370e2d1dfbbf799915255d71f
engine/atmos/tetonic-fabric-protocol/src/capability_document.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,16350,71bd00847ea6b6ffa5df43cc97451904251a6a9366f7195e0a3836080fe149db
engine/atmos/tetonic-fabric-protocol/src/capability_metrics.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,940,ca0931223f05de1b0d442134ac9fc2557c369a3fc2420b656f863f206aeb0cdf
engine/atmos/tetonic-fabric-protocol/src/capability_model_match.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3202,094c2fa230492b238bc54fc43b135c43a58266b89e4d5911f0c6cb2b85d9bf9b
engine/atmos/tetonic-fabric-protocol/src/capability_probes.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,11405,bdda790e3cba7c0cb787773b61769c1a07665b486b44da826673c2b1476c5094
engine/atmos/tetonic-fabric-protocol/src/capability_registry.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,19177,ab81e6f85c4dc7e1f34d7866d44a65349bfb9a1d022531da15168284136ae920
engine/atmos/tetonic-fabric-protocol/src/capability_summary.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,2251,96e74255bf9039efdf3199ba0b67b9fc33d846dae2330471de911af9d1f43be9
engine/atmos/tetonic-fabric-protocol/src/capability_validate.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,5540,f99fb7c866e7e0d9ddfe517d751ec8a9c33b3188894e0df71d713875c7241787
engine/atmos/tetonic-fabric-protocol/src/decode.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,2533,4b372bf2f384c3315dd8f1a85cb57d2a750f9ac5b143cac4064e003deba3070d
engine/atmos/tetonic-fabric-protocol/src/envelope.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,1650,e517b07d995f7028adf843818bb65bef64e132d4c0aae9decf219fcd0c217751
engine/atmos/tetonic-fabric-protocol/src/error.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,973,8b3758fde1c02ae11e906bfa47641e15e43da2bfd05b9851c2d4f29f234c0f3b
engine/atmos/tetonic-fabric-protocol/src/ingress.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,5268,79c486cee8b02f117488a11d105e411b8e8e55469b8d9d939f40477e2361a9ab
engine/atmos/tetonic-fabric-protocol/src/job.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3210,4ed3a44edc9cdf0e9abbef358960b1394eb351c43252431cb4869e134639c911
engine/atmos/tetonic-fabric-protocol/src/lease.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,597,c11e44e1e8aa09338b28d37b079e30f7c966aba6ee505433559020a0f57ce217
engine/atmos/tetonic-fabric-protocol/src/lib.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,1245,0f9ff6f8619cb40073fbd9622500c6eccf82bea55849e4ea6aa405898a42e6b0
engine/atmos/tetonic-fabric-protocol/src/lifecycle.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3273,145e27423588b33f4ab64a662e4ed60b4f95f2f04daa7baa5dd32d75fcb464f4
engine/atmos/tetonic-fabric-protocol/src/negotiation.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,1996,d0fe698baed78dcf183cac017a9750f05646dfce60744092b6c89ae0b16853b4
engine/atmos/tetonic-fabric-protocol/src/result.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3753,9527c2cb59ee459ba20602526a2855fa4d6006fdc40671aad8a85a072eabed8e
engine/atmos/tetonic-fabric-protocol/src/result_crypto.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3559,65e6e74192661007ace254ade495dd747f60f3e181f10558a7c9ec583348d284
engine/atmos/tetonic-fabric-protocol/src/result_disposition.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,2271,393bb1c355c44242dbca695358f3e0ddb2ab8c5d119e95ad3a4baf56cba28e32
engine/atmos/tetonic-fabric-protocol/src/result_keys.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,3809,c17052987577936213940abaf7624c043f9046ceed88db8e1c33cd161eab73dc
engine/atmos/tetonic-fabric-protocol/src/result_validate.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,8296,d6d4d48f622883eaa209a0f2b8cd905d6808c1dd5914db11349eb79dbfcdc16d
engine/atmos/tetonic-fabric-protocol/src/validate.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,9757,6d94ddc8c0972e40b8ea9a88064b8702bf8dec3e3c7c3273bdae3a516e0baa99
engine/atmos/tetonic-fabric-protocol/tests/capability_conformance.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,11063,78dd010beba697fb5d6daa15e7891469c6331903ed485eea53d48b0266405efa
engine/atmos/tetonic-fabric-protocol/tests/conformance.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,16573,082056c844088913146384c9336dc7d3fa808395ddf4250f50b8ec1a5b34e49f
engine/atmos/tetonic-fabric-protocol/tests/fuzz_decode.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,1523,2aa67a73fe0d9620da7ff277045008a13d6bf36488fcc367ef9c19f10b57ba8b
engine/atmos/tetonic-fabric-protocol/tests/result_integrity.rs,tetonic-fabric-protocol,workspace-package,keep-generalize,mechanical-census,14401,9f5ac1d2aad84f5153cf85e65146404ee076e1c8e970f48e3b28f1a1671fef7e
engine/atmos/tetonic-inference/Cargo.toml,tetonic-inference,workspace-package,keep-integrate,mechanical-census,956,d13a54a1d8314e3f5c4ca6826e25eab7b3744e89a7062f1484722eb9b25a03b7
engine/atmos/tetonic-inference/HOSTED.md,tetonic-inference,workspace-package,keep-integrate,mechanical-census,5723,bcb041376591f16b72b199e788c314aeebf98eddc5676850aed6b6da09280b85
engine/atmos/tetonic-inference/README.md,tetonic-inference,workspace-package,keep-integrate,mechanical-census,5413,04b07bfefd73ea290e821f8d094e292ad58522e8c22e244677170f18b88c9113
engine/atmos/tetonic-inference/src/attempt.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,15503,ab4dea1c135e3a0f2c52a9f6e2ee3245165b75ac576615351849500a6c79c58d
engine/atmos/tetonic-inference/src/compute_registry.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,6477,f2dd6378461321ff6ac3df917d4848e76c093508bdf6f31b2ea8685be0348f44
engine/atmos/tetonic-inference/src/decoupled.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,15289,05a6ca4242ab8ccf80d32fb5380f699904150c12884be8033fa5580082ffd17e
engine/atmos/tetonic-inference/src/dispatch.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,23136,ad30391af84350c25c7b5be24496f4cfd751de3d70dd6015f82c355cdd3aa71c
engine/atmos/tetonic-inference/src/fabric.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,13123,d3a75e1ca2c28d06bea45eeeefe10c70620f8f0024e9c475d9c9e72b4649689b
engine/atmos/tetonic-inference/src/fabric_node_provider.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,1764,631b4ae7cd2f873b01bf94f06818d7f14ec1e0812ffac18bf5b7cd137dd276b6
engine/atmos/tetonic-inference/src/hosted.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,9132,1deec23c132d2e0ae95371abf3e057c289c0bc0bf69e29bc91d0ca10874a9d59
engine/atmos/tetonic-inference/src/hosted/anthropic.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,18056,06607096d4b77d10cf016d20829d4c7dd9d91f1382684eb18ed1df4115608d71
engine/atmos/tetonic-inference/src/hosted/openai.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,8136,9826296a7db8f779fc4d624c4f427ff910a9378d38d1dda01eae3b623097e66b
engine/atmos/tetonic-inference/src/hosted/registry.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,6228,ba5a034c8be3c31fd55bf758f008195dc54c5920b1de117a8006c0e7893614dd
engine/atmos/tetonic-inference/src/hosted/tests.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,11622,f9cdc73930a160230deb79314f8b935f5c3791f0f17f968292ce081127a07dfb
engine/atmos/tetonic-inference/src/hosted/wire.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,906,ad642d6c8b0d3efe1a2f4a7eecd95a51f6a213e1369d7e926db3be298fe9d5ce
engine/atmos/tetonic-inference/src/lib.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,69694,e74bbf9072c90b1d50717f7866d3565d64fbe3e3851bb6b37b61fdaf83c2311d
engine/atmos/tetonic-inference/src/performance_tests.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,8269,31bdad3735059ce1f498d6731bb784ce33f15438fed82ebe451d33977cb2a8eb
engine/atmos/tetonic-inference/src/placement.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,1275,987d8419cbbf0e6c28b15b6abd1b1710117785731486893b119b36b7da22fd9b
engine/atmos/tetonic-inference/src/placement_engine.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,32478,02f891908f1549fabafb90b19e702a61618f2ba802148d7411a83a105c560644
engine/atmos/tetonic-inference/src/pooled.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,98618,5c2a2ef1cfa8044f1cd4003aac5cbb8025fbd92598707d876a4dddddc994c34d
engine/atmos/tetonic-inference/src/residency.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,4775,f95309c8a0c816c2d528559d62c115518f38fe2fcc90cb122fc4b2c8c024ec81
engine/atmos/tetonic-inference/src/snapshot_tests.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,8134,06c6dd00973e468c3a558c501747e77f760281b0a447906b3df521230736f07e
engine/atmos/tetonic-inference/src/warmup_tests.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,10867,234f405e424c8fc44b60098b2ca085a1b74f69703f6105c22db89670c758e91e
engine/atmos/tetonic-inference/src/worker_eligibility.rs,tetonic-inference,workspace-package,keep-integrate,mechanical-census,9275,0d67627e743c08f9e38ad5df6d570691af5ee8eae0228f5ec7f9fc602891bfc8
engine/atmos/tetonic-rpc/Cargo.toml,tetonic-rpc,workspace-package,adapt,mechanical-census,822,53a273fb280c1a1fb5959459dac6fa9f4c6486cc4a4e174b9885c28454137854
engine/atmos/tetonic-rpc/README.md,tetonic-rpc,workspace-package,adapt,mechanical-census,2217,0fb4955c98929b337f1c91bd0bc46e70eb594552b3a681464e23b1f88549c7b3
engine/atmos/tetonic-rpc/src/framing.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,4869,133cd6ea3d63d6c48e3b1d6a789afcc55771ed4d5a036da09a7046b1d6f219df
engine/atmos/tetonic-rpc/src/inference.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,2151,221845dc031e3b8b7279b66543cee375e2686ad2fbc53097eed026bc2cc059d6
engine/atmos/tetonic-rpc/src/lib.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,9712,e1cecfc8c55cd1618f51a5893dd6eb67d5ebfa80e4c099c01c139cee750af460
engine/atmos/tetonic-rpc/src/outbound.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,15072,934a30d775c72000dce7a8581a81f51d559594e8c93ce763e3a082c28e5e8b61
engine/atmos/tetonic-rpc/src/protocol.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,36898,0f152556d67c90cd6b2a7c82526cb5450998c231e9cea1447c2bdd428d8acf75
engine/atmos/tetonic-rpc/src/server.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,7441,b3a909dd47eb0b0f163e663b13b0899ebbb034b6485c51e10a64e84a51b6ecec
engine/atmos/tetonic-rpc/tests/audit_20260919.rs,tetonic-rpc,workspace-package,adapt,mechanical-census,2257,44351b713963adb51a41cdf9926771859084601ba88be1646f2c0008f6fc5ebb
engine/bench/DOGFOOD.md,,repository-support,retain-review-in-context,mechanical-census,1610,2466288c0c75679e0e7e261c3c566ab30141b74f0b00c0b4f7ed22370b472fde
engine/bench/README.md,,repository-support,retain-review-in-context,mechanical-census,5437,116886e39fabc350b78d7b9d46fe14a6f7e027398c7b4dfe7fb23d9d0f0533c2
engine/bench/fixtures/profile_floor_p40.example.json,,fixture,retain-review-in-context,mechanical-census,1546,6c56e778d0685591247b16191872c631b94844681686cd5654c24ea8861ce144
engine/bench/general_tasks.py,,repository-support,retain-review-in-context,mechanical-census,3026,9d949c88589c19984522196274b3976873fc058f72730dfd5e5cebb4ea31ed6c
engine/bench/infer_gate.py,,repository-support,retain-review-in-context,mechanical-census,8465,413ec7ab96a613a7960b6f87cff20bcb50715571062e6610f12e01688fa1af4d
engine/bench/llm_throughput.py,,repository-support,retain-review-in-context,mechanical-census,3689,f53235df2ffb6bf38300b9baf3b36280b694204df61799178a6c9a443584152e
engine/bench/long_context.py,,repository-support,retain-review-in-context,mechanical-census,8651,a65d023e3fbf56426afa2149eb0fa9f77e1da85a62655383d1741f47e69ae60e
engine/bench/performance_report.py,,repository-support,retain-review-in-context,mechanical-census,4079,b3e5eb74939c6cfbc62f59f3052621e6a05aa3c3335585d25d005bdfabf96c7d
engine/bench/remote_fabric.py,,repository-support,retain-review-in-context,mechanical-census,5574,6a96c96fe44f0acfbe4ac8e356fe2b2fdad2d5310f292ff2912b2072e193f887
engine/bench/residency_probe.py,,repository-support,retain-review-in-context,mechanical-census,2593,5381deeb8458b44db7b0572d8121a2487e8475b6bd368615377f1293d50d251f
engine/bench/run_suite.py,,repository-support,retain-review-in-context,mechanical-census,25093,2633cd9a415f49762be25e942308756fc6a428c01bc36fb45e2d0b983b85c889
engine/bench/test_general_tasks.py,,repository-support,retain-review-in-context,mechanical-census,1452,342b9243caf94233aef0d0b74e2c0e3681cd30009fdc84d7772726eaf8746e93
engine/bench/test_performance_report.py,,repository-support,retain-review-in-context,mechanical-census,4063,2896b89f0abb9fa1d30d761d7012d2e43d47ea50c740d15e2c2cec85304a794d
engine/bench/test_verifier_overlay.py,,repository-support,retain-review-in-context,mechanical-census,1254,ac57534bfc0ade5a178db4754b813c454a2dd285257fd810864bff9a715328c2
engine/clients/ts/protocol.ts,,repository-support,retain-review-in-context,mechanical-census,15427,c30c1242c7240e29238ba80ad0d113e4034280c207a46c870a8312d201fbe463
engine/core/README.md,,repository-support,retain-review-in-context,mechanical-census,1241,391605374888c42176d7fe212652cc573ed1e902cb9a723c8d6691d237b106ec
engine/core/tetonic-core/Cargo.toml,tetonic-core,workspace-package,reshape,mechanical-census,974,d1a3c826f9f974d21d316c5c18ca1f3e58b46280b0eb811bfbc178f550369d05
engine/core/tetonic-core/README.md,tetonic-core,workspace-package,reshape,mechanical-census,2492,529498b94b5859e22d92ad38f71dc5e4dcc4262a007bd41f1d1670c8c53bbd9f
engine/core/tetonic-core/src/agent.rs,tetonic-core,workspace-package,reshape,mechanical-census,143995,43c62e7f08491dda8559c5666df4274d9c01adfec7205f8e0e77948ec3a245b7
engine/core/tetonic-core/src/blocking_work_tests.rs,tetonic-core,workspace-package,reshape,mechanical-census,5380,40cc452233c474d98620ccf9495fbd82354354cb1f24d3800f16903771da0db0
engine/core/tetonic-core/src/checkpoint.rs,tetonic-core,workspace-package,reshape,mechanical-census,10967,511ded433ea8f5846a91640f556ee171fadfc0801db2f7742469c9d4a023243b
engine/core/tetonic-core/src/config.rs,tetonic-core,workspace-package,reshape,mechanical-census,5173,60bdc4b3a3edeece790da84fca32fd90414d3497029dd230a16740525958a5e2
engine/core/tetonic-core/src/context.rs,tetonic-core,workspace-package,reshape,mechanical-census,1058,43ae77adc9319d0aaf2f9a8f41a98b1b836e501c467c732f353db8be17b98a1e
engine/core/tetonic-core/src/conversation.rs,tetonic-core,workspace-package,reshape,mechanical-census,4488,9201d26ea7efcb6a1ec4f1780a15c323d0e2815079b97cb29de61eba2861dbb3
engine/core/tetonic-core/src/demuxer.rs,tetonic-core,workspace-package,reshape,mechanical-census,8139,875e52c5a17fd4b1c56e510e3f8e00e02986e87d703fde7789eca9e9cc0bcc0c
engine/core/tetonic-core/src/error.rs,tetonic-core,workspace-package,reshape,mechanical-census,1582,84cbdbc47cbae7df0e7d1faa883b50c1acbbb9f2b0a94b12b8c3faeee15e943b
engine/core/tetonic-core/src/filter.rs,tetonic-core,workspace-package,reshape,mechanical-census,4760,e8187295bfb04f50ea2d316f6efc4882491741d3b047cb848d60ed8b2d3b4474
engine/core/tetonic-core/src/hooks.rs,tetonic-core,workspace-package,reshape,mechanical-census,5786,c9d3ab742957cca609ecde21f1f9331b1075e27b9ccc18a379a86e30d853d0f0
engine/core/tetonic-core/src/inference_binding.rs,tetonic-core,workspace-package,reshape,mechanical-census,577,1b883de8601411aa497a05ce6ad84cdba956626e8bad823c02161851c33579d8
engine/core/tetonic-core/src/lib.rs,tetonic-core,workspace-package,reshape,mechanical-census,1639,ca7158f17bd6ba58cd878fb0f6c74210bbb923f8257924b9f938a21fffb738e8
engine/core/tetonic-core/src/monitor.rs,tetonic-core,workspace-package,reshape,mechanical-census,9140,eb2e1fd6e6e2c6e890c1862fbe57f4a37e2b90173a3c187d32c98912e0ecf96e
engine/core/tetonic-core/src/step.rs,tetonic-core,workspace-package,reshape,mechanical-census,1656,0428cf729fc74c69e850fe1377fc073820cc87c0afa8647dd433bd6df6aac5a3
engine/core/tetonic-core/src/tokenizer.rs,tetonic-core,workspace-package,reshape,mechanical-census,1926,74ce19493cbe4c901d76526a741b5f6db84320794a82bde486f8cf6f7d7c9642
engine/core/tetonic-core/src/turn.rs,tetonic-core,workspace-package,reshape,mechanical-census,3498,7c4bfc9fd7d6684b30e0851c6c861053828dc517e9601f6c65e50c9c706b12fd
engine/core/tetonic-core/tests/aud01_characterization.rs,tetonic-core,workspace-package,reshape,mechanical-census,2802,71adf5eb41d1c02b0c139d6e6cd402f5c422f2b5e4038d372b752bbe7585488e
engine/core/tetonic-core/tests/sub04_loop.rs,tetonic-core,workspace-package,reshape,mechanical-census,4302,46d79443064f15012c4ebe08f5b7eeec7cd538fba7de6bbb13ed8954f31e6ccc
engine/core/tetonic-domain/Cargo.toml,tetonic-domain,workspace-package,reshape,mechanical-census,486,f97d63eafefbab517bd678e82fe08d6653a1ce7121cfafc79497ab5e42369448
engine/core/tetonic-domain/README.md,tetonic-domain,workspace-package,reshape,mechanical-census,1398,8d109f7ab2f5e9f06962e3212f03184dd8eaccb3e0d826e4fc13180c47836344
engine/core/tetonic-domain/src/artifact.rs,tetonic-domain,workspace-package,reshape,mechanical-census,7430,bf6805098c7fc4c501214b5baa27395293e90df5e229d2440c2200a2dd1170f7
engine/core/tetonic-domain/src/brain.rs,tetonic-domain,workspace-package,reshape,mechanical-census,5827,182b69594ef817d7b31b3d34a6f7f82a23221dc62f4b6f7aac7cc73906afa87e
engine/core/tetonic-domain/src/canonical.rs,tetonic-domain,workspace-package,reshape,mechanical-census,10410,76eeaf481c8f954a365d725ce4e45943999758d5fac3e5043815b3578ad95fb5
engine/core/tetonic-domain/src/charter.rs,tetonic-domain,workspace-package,reshape,mechanical-census,10535,36e0c90d09f1b4d93be61ef10923fa2b686152e43d06c2894621b5a77099cb91
engine/core/tetonic-domain/src/checkpoint.rs,tetonic-domain,workspace-package,reshape,mechanical-census,5412,897b5e322c06df49938ae8651f4a67d6f9b95c437806e0351c0c238c63ce7a2b
engine/core/tetonic-domain/src/classify.rs,tetonic-domain,workspace-package,reshape,mechanical-census,6037,959709ba91ad670e93928b68d0d0c6d5417d02adba7bc14b75e4e93ae0f29bb6
engine/core/tetonic-domain/src/code_index.rs,tetonic-domain,workspace-package,reshape,mechanical-census,1758,7e39b2ebe316d9c0b1dccc9d55b4c1ed0ad17c2d1bd4956080839e0c019c8203
engine/core/tetonic-domain/src/context_compiler.rs,tetonic-domain,workspace-package,reshape,mechanical-census,2010,bf2b870e53f0920cb9a2b95013d1a53f8a9e258b2405be3b5b277966d47a6802
engine/core/tetonic-domain/src/dispatch.rs,tetonic-domain,workspace-package,reshape,mechanical-census,2385,19b9e330e271974127400700a14ca6dbe615a9c6f2e97743e672380b4c8bf98a
engine/core/tetonic-domain/src/engine_config.rs,tetonic-domain,workspace-package,reshape,mechanical-census,24569,10d65c03466a5c25d002309ba0549e0da9fd4b62b2e370280e5239c901d8a985
engine/core/tetonic-domain/src/execution.rs,tetonic-domain,workspace-package,reshape,mechanical-census,9323,422516a4318ba31dbe0f889a99573c812f0bf10fae59a843f8a9f0dd9567e5b3
engine/core/tetonic-domain/src/failure.rs,tetonic-domain,workspace-package,reshape,mechanical-census,6484,7f94bf114e544406bb007c2c448dc7dce34bcd57555f0e28e0fffcf6449502d4
engine/core/tetonic-domain/src/idempotency.rs,tetonic-domain,workspace-package,reshape,mechanical-census,2640,71f46917bb50ef61601ee8ad89d1668c9c035dd1726a27bf490d809c8248c84f
